,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_HepG2
260,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,163.5333333,2.923333333,1.253
261,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,1760.0,-30.76666667,5.489
262,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,171.1666667,3.026666667,4.668
263,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,224.7333333,1.253333333,5.885
264,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,150.0,2.373333333,5.717
265,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,169.0,-0.684,3.481
266,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,125.6,2.273333333,3.784
267,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,136.8666667,4.91,2.398
268,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,2579.0,-28.23333333,7.643
269,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,130.5333333,4.226666667,8.974
270,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,401.8333333,6.786666667,8.962
271,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,122.8,6.336666667,8.674
272,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,152.7666667,6.34,5.807
273,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,134.0,12.86666667,7.031
274,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,194.4666667,6.843333333,6.692
275,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,183.1333333,-2.183333333,1.253
276,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,151.5333333,-2.966666667,1.386
277,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,766.5666667,-2.463333333,1.872
278,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,99.71,-1.186666667,1.504
279,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,134.1333333,-1.092,2.079
280,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,165.4666667,-1.492333333,0.693
281,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,110.9666667,-1.123,1.386
282,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,128.5333333,-0.810666667,0.693
283,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,176.3333333,-1.883333333,1.099
284,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,176.6666667,-1.316666667,0.916
285,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,495.4333333,-2.92,1.099
286,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,116.2666667,-1.833333333,1.386
287,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,162.9333333,-1.077,2.14
288,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,170.3,-2.533333333,0.405
289,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,136.5,-0.168,0.916
290,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,108.9333333,-0.043,0.916
291,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,145.8666667,-1.640333333,2.079
292,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,241.3666667,-1.149,1.253
293,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,357.8666667,-2.276666667,1.0
294,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,133.4,-0.863666667,0.693
295,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,138.1666667,-1.203333333,1.872
296,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,159.1333333,-2.56,1.099
297,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,117.1333333,-0.0463,0.693
298,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,118.5666667,-0.131666667,1.386
299,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,122.3666667,-1.79,0.916
300,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,411.6333333,-3.726666667,0.916
301,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,199.2,-1.776666667,1.099
302,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,119.1333333,-0.88,2.079
303,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,135.1,-1.427,3.829
304,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,178.8,-2.843333333,0.693
305,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,114.0333333,0.044333333,1.705
306,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,99.51,-0.3501,1.253
307,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,142.0666667,-2.13,4.363
308,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,155.0333333,-0.929,4.443
309,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,123.6666667,-0.883333333,4.103
310,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,108.2666667,-1.0292,5.503
311,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,117.0333333,-1.237,5.476
312,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,137.2333333,-0.065666667,5.472
313,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,104.4666667,2.526666667,5.984
314,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,99.66666667,1.341666667,5.709
315,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,445.6,-20.0,1.792
316,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,388.5666667,-2.833333333,1.792
317,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,168.4666667,-0.537666667,1.386
318,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,206.4666667,-0.144176667,1.386
319,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,266.9333333,-1.186333333,1.609
320,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,295.5333333,-1.356666667,1.099
321,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,213.1,-2.03,1.099
322,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,226.5333333,0.105433333,1.386
323,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,191.9333333,0.3688,1.386
324,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,204.2,-2.123333333,1.099
325,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,153.2,1.007666667,0.693
326,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,145.8666667,-0.358366667,1.609
327,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,380.3333333,-7.156666667,1.099
328,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,300.7,-7.346666667,0.693
329,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,323.3666667,-1.173666667,1.386
330,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,197.5333333,-0.223666667,1.0
331,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,266.7,-1.3988,1.0
332,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,260.9333333,-1.876666667,1.386
333,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,236.7333333,1.45,0.693
334,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,169.5666667,2.546666667,1.609
335,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,227.0666667,2.25,1.099
336,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,198.8,-5.656666667,1.946
337,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,148.5333333,-0.2858,1.099
338,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,134.8333333,3.186666667,1.099
339,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,160.3666667,3.713333333,0.693
340,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,394.7333333,-4.73,1.099
341,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,294.7666667,-2.64,1.609
342,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,174.7,1.836666667,1.099
343,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,308.0666667,5.443333333,1.792
344,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,458.9333333,-1.491333333,1.386
345,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,191.4333333,-1.055666667,1.0
346,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,201.9333333,4.203333333,0.693
347,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,211.8333333,0.894,1.099
348,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,190.4333333,-0.884,0.693
349,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,190.6333333,-0.851,1.099
350,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,128.8,2.053333333,1.099
351,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,595.8333333,-15.63333333,2.773
352,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,377.5666667,-3.236666667,1.099
353,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,288.2333333,-2.386666667,1.792
354,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,217.5333333,-1.123333333,2.944
355,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,218.9666667,0.326666667,2.197
356,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,316.5666667,6.206666667,1.946
357,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,273.8,-2.076666667,2.773
358,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,146.0,1.556666667,1.792
359,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,181.1666667,-0.4172,1.946
360,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,275.1,-2.526666667,3.091
361,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,160.8666667,-0.499666667,2.197
362,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,155.4,-0.839666667,3.829
363,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,720.4,-2.03,0.693
364,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,474.8333333,-1.383333333,1.099
365,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,343.4,0.513666667,1.099
366,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,221.6333333,0.588,0.693
367,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,288.5,1.082333333,2.485
368,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,253.8,1.406666667,2.708
369,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,289.6666667,0.446333333,0.693
370,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,132.6,5.146666667,1.0
371,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,241.5333333,2.226666667,0.693
372,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,269.8333333,-8.26,1.099
373,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,210.1666667,-1.306,1.609
374,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,200.7333333,1.663666667,1.099
375,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,665.4,-4.956666667,2.303
376,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,461.8666667,-3.503333333,1.946
377,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,426.1,-2.953333333,1.386
378,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,278.2,-3.166666667,2.079
379,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,185.7333333,2.283333333,1.386
380,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,244.9,2.306666667,1.0
381,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,217.0666667,-1.85,1.099
382,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,222.0666667,0.132760333,1.099
383,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,411.7333333,-4.316666667,2.079
384,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,570.8666667,-3.67,1.609
385,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,219.3333333,2.13,1.0
386,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,265.8666667,-2.493333333,2.197
387,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,174.9,-0.763333333,1.386
388,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,221.6,3.32,2.197
389,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,180.1666667,0.096,0.693
390,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,213.7666667,-1.543333333,1.609
391,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,391.5666667,-4.583333333,1.386
392,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,258.8333333,-2.473333333,0.693
393,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,237.1333333,-0.988333333,0.693
394,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,194.0333333,-0.591633333,2.833
395,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,170.3,-1.048,1.0
396,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,198.4,1.671666667,0.693
397,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,174.6333333,0.497666667,2.079
398,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,223.9666667,1.216666667,2.303
399,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,264.9,-3.486666667,3.314
400,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,216.4,1.181,2.773
401,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,314.3333333,-1.583333333,2.079
402,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,207.4,-1.696666667,5.549
403,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,180.6333333,1.110333333,4.585
404,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,212.9666667,-0.2816,4.22
405,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,253.3,-0.997666667,5.874
406,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,170.7666667,1.956666667,3.676
407,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,394.3,-7.95,1.792
408,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,254.7,-4.996666667,1.253
409,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,308.6333333,1.496666667,0.693
410,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,431.1,-12.68333333,2.485
411,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,161.8333333,-0.225866667,3.784
412,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,234.1666667,1.199666667,5.139
413,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,227.1333333,1.106666667,0.916
414,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,191.0333333,1.159666667,1.386
415,901,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,500,145.9333333,12.13333333,1.792
416,902,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,500,232.5,11.56666667,2.303
417,903,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,500,473.7,12.93333333,3.135
418,904,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,500,173.3333333,7.903333333,1.386
419,905,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,500,143.8666667,6.54,1.099
420,906,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,500,186.3333333,2.443333333,4.682
421,907,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,500,185.8333333,-5.43,2.079
422,908,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,500,160.5333333,5.633333333,1.609
423,909,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,500,132.9666667,0.464333333,4.828
424,911,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,500,106.8,2.466666667,3.761
425,912,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,500,104.0333333,-11.91333333,5.525
426,913,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,500,251.5666667,10.82,0.693
427,914,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,500,253.2333333,11.0,2.398
428,915,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,500,403.8666667,12.23333333,3.714
429,916,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,500,174.2,5.666666667,1.099
430,917,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,500,177.8666667,8.876666667,0.693
431,918,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,500,130.0333333,1.906666667,2.833
432,919,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,500,159.0333333,-10.13333333,1.386
433,920,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,500,130.7,0.829333333,4.466
434,921,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,500,130.8333333,4.373333333,5.505
435,923,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,500,121.7,6.47,2.944
436,924,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,500,107.7,-3.599,4.883
437,925,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,500,180.5666667,10.9,2.565
438,926,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,500,365.4333333,10.6,1.099
439,927,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,500,248.0,9.493333333,3.466
440,928,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,500,172.9,8.536666667,0.693
441,929,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,500,177.5666667,9.536666667,1.099
442,930,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,500,151.3333333,-2.658333333,2.197
443,931,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,500,160.6,-5.226666667,1.386
444,932,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,500,158.3,-1.371333333,1.099
445,933,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,500,132.8,2.146666667,5.165
446,935,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,500,122.1333333,6.88,2.833
447,936,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,500,115.7666667,-5.71,6.05
448,937,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,500,164.7,9.616666667,2.639
449,938,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,500,498.1666667,10.49333333,3.664
450,939,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,500,212.7666667,9.68,1.386
451,940,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,500,185.4666667,8.14,1.946
452,941,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,500,163.3333333,13.96666667,2.639
453,942,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,500,149.6666667,5.79,3.807
454,943,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,500,154.3333333,-0.544333333,2.773
455,944,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,500,137.2666667,2.826666667,4.06
456,945,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,500,117.2333333,1.908666667,5.565
457,947,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,500,110.3666667,10.8,5.991
458,948,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,500,112.2666667,32.86666667,6.834
459,949,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,500,194.9,14.7,5.945
460,950,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,500,197.3,14.16666667,2.485
461,951,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,500,175.9,17.73333333,1.099
462,952,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,500,195.9,19.6,5.545
463,953,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,500,140.6333333,21.26666667,3.892
464,954,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,500,185.2,14.2,1.946
465,955,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,500,213.6,14.26666667,5.328
466,956,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,500,150.9333333,15.46666667,4.585
467,957,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,500,150.2333333,15.53333333,2.197
468,959,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,500,133.4,22.93333333,6.138
469,960,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,500,153.8666667,38.2,5.79
470,966,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,100,170.2666667,2.91,4.595
471,967,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,100,159.0666667,7.4,0.693
472,968,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,100,140.5333333,6.18,2.996
473,969,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,100,127.2666667,8.59,4.836
474,970,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,100,131.1666667,8.573333333,5.257
475,971,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,100,128.2,1.683333333,5.922
476,972,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,100,125.3333333,2.076666667,4.787
477,978,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,100,196.8,10.83333333,1.792
478,979,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,100,153.2333333,7.173333333,2.996
479,980,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,100,110.4333333,4.58,3.784
480,981,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,100,143.0666667,6.5,3.219
481,982,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,100,134.9333333,8.523333333,3.045
482,983,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,100,120.1333333,4.36,1.099
483,984,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,100,102.2966667,1.221,4.143
484,990,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,100,159.8666667,7.05,4.796
485,991,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,100,140.7,7.98,5.71
486,992,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,100,139.5333333,8.23,3.178
487,993,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,100,151.2,7.35,4.82
488,994,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,100,127.9666667,8.526666667,4.466
489,995,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,100,114.8333333,4.426666667,4.078
490,996,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,100,91.54,4.913333333,1.0
491,1002,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,100,124.9666667,4.396666667,4.197
492,1003,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,100,133.3,5.976666667,5.382
493,1004,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,100,147.6666667,7.0,3.951
494,1005,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,100,128.9333333,5.493333333,4.449
495,1006,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,100,129.7,8.37,5.468
496,1007,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,100,88.21333333,2.646666667,4.86
497,1008,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,100,86.61,5.016666667,4.407
498,1014,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,100,140.9333333,10.19,5.485
499,1015,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,100,154.5,8.826666667,5.024
500,1016,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,100,149.3333333,10.71,5.011
501,1017,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,100,146.9666667,14.23333333,5.368
502,1018,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,100,172.9666667,13.56666667,5.589
503,1019,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,100,95.48333333,18.53333333,6.152
504,1020,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,100,97.44333333,18.13333333,5.685
